game,Console,TotalSales,Publisher,genre,Releasedate,urlimg,urlgame
The Town of Light,PS4,0.03,Wired Productions,Adventure,24 Mar 17,https://www.vgchartz.com/games/boxart/full_4756994AmericaFrontccc.jpg,https://www.vgchartz.com/game/190941/the-town-of-light/?region=All
Zero Escape: Zero Time Dilemma,PS4,0.03,Rising Star Games,Adventure,18 Aug 17,https://www.vgchartz.com/games/boxart/full_3965255AmericaFrontccc.jpg,https://www.vgchartz.com/game/174551/zero-escape-zero-time-dilemma/?region=All
Adventure Time: Pirates of the Enchiridion,PS4,0.02,Outright Games,Adventure,17 Jul 18,https://www.vgchartz.com/games/boxart/full_6964669AmericaFrontccc.jpg,https://www.vgchartz.com/game/221377/adventure-time-pirates-of-the-enchiridion/?region=All
Summer Lesson: Miyamoto Hikari Collection,PS4,0.01,Namco Bandai Games,Adventure,25 May 17,https://www.vgchartz.com/games/boxart/full_1671397JapanFrontccc.jpg,https://www.vgchartz.com/game/185824/summer-lesson-miyamoto-hikari-collection/?region=All
New Game! The Challenge Stage!,PS4,0.01,5pb,Adventure,26 Jan 17,https://www.vgchartz.com/games/boxart/full_8628350JapanFrontccc.jpg,https://www.vgchartz.com/game/155247/new-game-the-challenge-stage/?region=All
Jake Hunter Detective Story: Prism of Eyes,PS4,0.01,Arc System Works,Adventure,09 Aug 18,https://www.vgchartz.com/games/boxart/full_5817835JapanFrontccc.jpg,https://www.vgchartz.com/game/222689/jake-hunter-detective-story-prism-of-eyes/?region=All
Occultic;Nine,PS4,0.01,5pb,Adventure,09 Nov 17,https://www.vgchartz.com/games/boxart/full_7189797JapanFrontccc.jpg,https://www.vgchartz.com/game/219843/occulticnine/?region=All
Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!,PS4,0.01,5pb,Adventure,07 Sep 17,https://www.vgchartz.com/games/boxart/full_8109517JapanFrontccc.jpg,https://www.vgchartz.com/game/203016/kono-subarashii-sekai-ni-shukufuku-o-kono-yokubukai-game-ni-shinpan-o/?region=All
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. & Zoku: Oatome Set,PS4,0.01,5pb,Adventure,26 Oct 17,https://www.vgchartz.com/games/boxart/full_5569134JapanFrontccc.jpg,https://www.vgchartz.com/game/217178/yahari-game-demo-ore-no-seishun-love-kome-wa-machigatteiru-amp-zoku-oatome-set/?region=All
Re:Zero - Kara Hajimeru Isekai Seikatsu - Death or Kiss,PS4,0.01,5pb,Adventure,30 Mar 17,https://www.vgchartz.com/games/boxart/full_1733289JapanFrontccc.jpg,https://www.vgchartz.com/game/166779/rezero-kara-hajimeru-isekai-seikatsu-death-or-kiss/?region=All
Akiba's Trip 2+A,PS4,0.01,Acquire,Adventure,02 Feb 17,https://www.vgchartz.com/games/boxart/full_9584818JapanFrontccc.jpg,https://www.vgchartz.com/game/157303/akibas-trip-2a/?region=All
Date A Live: Rio Reincarnation HD,PS4,0.01,Compile Heart,Adventure,12 Oct 17,https://www.vgchartz.com/games/boxart/full_3535685JapanFrontccc.png,https://www.vgchartz.com/game/212642/date-a-live-rio-reincarnation-hd/?region=All
Mortal Kombat X,PS4,3.49,Warner Bros. Interactive Entertainment,Fighting,14 Apr 15,https://www.vgchartz.com/games/boxart/full_9891732AmericaFrontccc.jpg,https://www.vgchartz.com/game/82694/mortal-kombat-x/?region=All
Tekken 7,PS4,2.35,Namco Bandai Games,Fighting,02 Jun 17,https://www.vgchartz.com/games/boxart/full_3410696AmericaFrontccc.jpg,https://www.vgchartz.com/game/85260/tekken-7/?region=All
Dragon Ball: Xenoverse,PS4,2.16,Namco Bandai Games,Fighting,24 Feb 15,https://www.vgchartz.com/games/boxart/full_2446198AmericaFrontccc.jpg,https://www.vgchartz.com/game/82944/dragon-ball-xenoverse/?region=All
Dragon Ball FighterZ,PS4,2.01,Namco Bandai Games,Fighting,26 Jan 18,https://www.vgchartz.com/games/boxart/full_270711AmericaFrontccc.jpg,https://www.vgchartz.com/game/181693/dragon-ball-fighterz/?region=All
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,1.96,Namco Bandai Games,Fighting,09 Feb 16,https://www.vgchartz.com/games/boxart/full_3361687AmericaFrontccc.png,https://www.vgchartz.com/game/84977/naruto-shippuden-ultimate-ninja-storm-4/?region=All
Injustice 2,PS4,1.72,Warner Bros. Interactive Entertainment,Fighting,16 May 17,https://www.vgchartz.com/games/boxart/full_2072600AmericaFrontccc.jpg,https://www.vgchartz.com/game/117274/injustice-2/?region=All
Street Fighter V,PS4,1.39,Capcom,Fighting,16 Feb 16,https://www.vgchartz.com/games/boxart/full_8504839AmericaFrontccc.jpg,https://www.vgchartz.com/game/84927/street-fighter-v/?region=All
EA Sports UFC,PS4,1.11,Electronic Arts,Fighting,17 Jun 14,https://www.vgchartz.com/games/boxart/full_3797653AmericaFrontccc.jpg,https://www.vgchartz.com/game/73105/ea-sports-ufc/?region=All
WWE 2K19,PS4,0.98,2K Sports,Fighting,09 Oct 18,https://www.vgchartz.com/games/boxart/full_8443959AmericaFrontccc.jpg,https://www.vgchartz.com/game/222228/wwe-2k19/?region=All
Injustice: Gods Among Us Ultimate Edition,PS4,0.98,Warner Bros. Interactive Entertainment,Fighting,15 Nov 13,https://www.vgchartz.com/games/boxart/full_1691571AmericaFrontccc.jpg,https://www.vgchartz.com/game/77249/injustice-gods-among-us-ultimate-edition/?region=All
SoulCalibur VI,PS4,0.71,Bandai Namco Games,Fighting,19 Oct 18,https://www.vgchartz.com/games/boxart/full_1838394AmericaFrontccc.png,https://www.vgchartz.com/game/220569/soulcalibur-vi/?region=All
Marvel vs. Capcom: Infinite,PS4,0.70,Capcom,Fighting,19 Sep 17,https://www.vgchartz.com/games/boxart/full_9065149AmericaFrontccc.jpg,https://www.vgchartz.com/game/157495/marvel-vs-capcom-infinite/?region=All
One Piece: Burning Blood,PS4,0.65,Namco Bandai Games,Fighting,31 May 16,https://www.vgchartz.com/games/boxart/full_7777030AmericaFrontccc.jpg,https://www.vgchartz.com/game/85956/one-piece-burning-blood/?region=All
Dissidia Final Fantasy NT,PS4,0.46,Square Enix,Fighting,30 Jan 18,https://www.vgchartz.com/games/boxart/full_7300960AmericaFrontccc.jpg,https://www.vgchartz.com/game/181049/dissidia-final-fantasy-nt/?region=All
Dead or Alive 5 Last Round,PS4,0.35,Tecmo Koei,Fighting,17 Feb 15,https://www.vgchartz.com/games/boxart/full_8533911AmericaFrontccc.jpg,https://www.vgchartz.com/game/85041/dead-or-alive-5-last-round/?region=All
The King of Fighters XIV,PS4,0.34,Atlus,Fighting,23 Aug 16,https://www.vgchartz.com/games/boxart/full_7904542AmericaFrontccc.jpg,https://www.vgchartz.com/game/106904/the-king-of-fighters-xiv/?region=All
J Stars Victory Vs.,PS4,0.31,Namco Bandai Games,Fighting,30 Jun 15,https://www.vgchartz.com/games/boxart/full_9759743AmericaFrontccc.jpeg,https://www.vgchartz.com/game/84983/j-stars-victory-vs/?region=All
My Hero One's Justice,PS4,0.30,Bandai Namco Entertainment,Fighting,26 Oct 18,https://www.vgchartz.com/games/boxart/full_5416104AmericaFrontccc.jpg,https://www.vgchartz.com/game/221858/my-hero-ones-justice/?region=All
Saint Seiya: Soldiers' Soul,PS4,0.30,Namco Bandai Games,Fighting,06 Oct 15,https://www.vgchartz.com/games/boxart/full_8144859PALFrontccc.jpg,https://www.vgchartz.com/game/85369/saint-seiya-soldiers-soul/?region=All
Ultimate Marvel vs. Capcom 3,PS4,0.26,Capcom,Fighting,07 Mar 17,https://www.vgchartz.com/games/boxart/full_5942765AmericaFrontccc.jpg,https://www.vgchartz.com/game/150129/ultimate-marvel-vs-capcom-3/?region=All
Samurai Warriors 4,PS4,0.25,Tecmo Koei,Fighting,21 Oct 14,https://www.vgchartz.com/games/boxart/full_2711299AmericaFrontccc.jpg,https://www.vgchartz.com/game/82517/samurai-warriors-4/?region=All
Street Fighter 30th Anniversary Collection,PS4,0.24,Capcom,Fighting,29 May 18,https://www.vgchartz.com/games/boxart/full_1577840AmericaFrontccc.jpg,https://www.vgchartz.com/game/220808/street-fighter-30th-anniversary-collection/?region=All
Guilty Gear Xrd: Sign,PS4,0.17,Aksys Games,Fighting,16 Dec 14,https://www.vgchartz.com/games/boxart/full_8328313AmericaFrontccc.png,https://www.vgchartz.com/game/75670/guilty-gear-xrd-sign/?region=All
BlazBlue: Central Fiction,PS4,0.17,Aksys Games,Fighting,01 Nov 16,https://www.vgchartz.com/games/boxart/full_8062272AmericaFrontccc.jpeg,https://www.vgchartz.com/game/114754/blazblue-central-fiction/?region=All
Naruto Shippuden: Ultimate Ninja Storm Legacy,PS4,0.16,Namco Bandai Games,Fighting,25 Aug 17,https://www.vgchartz.com/games/boxart/full_9466804PALFrontccc.jpg,https://www.vgchartz.com/game/168425/naruto-shippuden-ultimate-ninja-storm-legacy/?region=All
BlazBlue: Chrono Phantasma Extend,PS4,0.16,Aksys Games,Fighting,30 Jun 15,https://www.vgchartz.com/games/boxart/full_8781382AmericaFrontccc.jpg,https://www.vgchartz.com/game/85448/blazblue-chrono-phantasma-extend/?region=All
Granblue Fantasy Versus,PS4,0.15,Xseed Games,Fighting,18 Feb 20,https://www.vgchartz.com/games/boxart/full_940191AmericaFrontccc.jpg,https://www.vgchartz.com/game/225398/granblue-fantasy-versus/?region=All
Guilty Gear Xrd -Revelator-,PS4,0.14,Aksys Games,Fighting,07 Jun 16,https://www.vgchartz.com/games/boxart/full_5791780AmericaFrontccc.jpg,https://www.vgchartz.com/game/86307/guilty-gear-xrd-revelator-/?region=All
Fire Pro Wrestling World,PS4,0.12,Spike Chunsoft,Fighting,28 Aug 18,https://www.vgchartz.com/games/boxart/full_1797591AmericaFrontccc.jpg,https://www.vgchartz.com/game/221676/fire-pro-wrestling-world/?region=All
The Seven Deadly Sins: Knights of Britannia,PS4,0.10,Bandai Namco Entertainment,Fighting,09 Feb 18,https://www.vgchartz.com/games/boxart/full_2161659AmericaFrontccc.jpg,https://www.vgchartz.com/game/220657/the-seven-deadly-sins-knights-of-britannia/?region=All
Guilty Gear Xrd REV 2,PS4,0.10,Aksys Games,Fighting,26 May 17,https://www.vgchartz.com/games/boxart/full_3200901AmericaFrontccc.jpg,https://www.vgchartz.com/game/164614/guilty-gear-xrd-rev-2/?region=All
Ultra Street Fighter IV,PS4,0.10,Sony Computer Entertainment,Fighting,26 May 15,https://www.vgchartz.com/games/boxart/full_4568210AmericaFrontccc.jpg,https://www.vgchartz.com/game/85764/ultra-street-fighter-iv/?region=All
BlazBlue: Cross Tag Battle,PS4,0.08,Arc System Works,Fighting,05 Jun 18,https://www.vgchartz.com/games/boxart/full_2894155AmericaFrontccc.jpg,https://www.vgchartz.com/game/221185/blazblue-cross-tag-battle/?region=All
Nitroplus Blasterz: Heroines Infinite Duel,PS4,0.05,Xseed Games,Fighting,02 Feb 16,https://www.vgchartz.com/games/boxart/full_5690935AmericaFrontccc.jpg,https://www.vgchartz.com/game/85591/nitroplus-blasterz-heroines-infinite-duel/?region=All
Under Night In-Birth Exe:Latest,PS4,0.04,Aksys Games,Fighting,09 Feb 18,https://www.vgchartz.com/games/boxart/full_5142001AmericaFrontccc.jpg,https://www.vgchartz.com/game/191703/under-night-in-birth-exelatest/?region=All
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,0.04,Namco Bandai Games,Fighting,28 Jun 16,https://www.vgchartz.com/games/boxart/full_1867642PALFrontccc.jpg,https://www.vgchartz.com/game/84970/jojos-bizarre-adventure-eyes-of-heaven/?region=All
Omen of Sorrow,PS4,0.04,Soedesco,Fighting,16 Nov 18,https://www.vgchartz.com/games/boxart/full_2812452AmericaFrontccc.jpg,https://www.vgchartz.com/game/222647/omen-of-sorrow/?region=All
Blade Arcus from Shining EX,PS4,0.03,Sega,Fighting,26 Nov 15,https://www.vgchartz.com/games/boxart/full_1256657JapanFrontccc.jpg,https://www.vgchartz.com/game/86238/blade-arcus-from-shining-ex/?region=All
Kamen Rider: Climax Fighters,PS4,0.03,Namco Bandai Games,Fighting,07 Dec 17,https://www.vgchartz.com/games/boxart/full_1941770JapanFrontccc.png,https://www.vgchartz.com/game/220489/kamen-rider-climax-fighters/?region=All
Koihime Enbu,PS4,0.03,Yeti,Fighting,28 Jan 16,https://www.vgchartz.com/games/boxart/full_8390187JapanFrontccc.jpg,https://www.vgchartz.com/game/85675/koihime-enbu/?region=All
Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,PS4,0.03,Namco Bandai Games,Fighting,03 Feb 17,https://www.vgchartz.com/games/boxart/full_4221393AmericaFrontccc.jpg,https://www.vgchartz.com/game/154980/naruto-shippuden-ultimate-ninja-storm-4-road-to-boruto/?region=All
Blade Strangers,PS4,0.02,Nicalis,Fighting,28 Aug 18,https://www.vgchartz.com/games/boxart/full_8384078AmericaFrontccc.jpg,https://www.vgchartz.com/game/220584/blade-strangers/?region=All
Skullgirls: 2nd Encore,PS4,0.02,Arc System Works,Fighting,14 Apr 16,https://www.vgchartz.com/games/boxart/full_8698322JapanFrontccc.jpg,https://www.vgchartz.com/game/105711/skullgirls-2nd-encore/?region=All
Full Metal Panic! Fight: Who Dares Wins,PS4,0.02,Bandai Namco Entertainment,Fighting,31 May 18,https://www.vgchartz.com/games/boxart/full_1166408JapanFrontccc.jpg,https://www.vgchartz.com/game/222075/full-metal-panic-fight-who-dares-wins/?region=All
Touhou Shinpiroku ~ Urban Legend in Limbo,PS4,0.02,Mediascape,Fighting,08 Dec 16,https://www.vgchartz.com/games/boxart/full_8744995JapanFrontccc.jpg,https://www.vgchartz.com/game/149997/touhou-shinpiroku-urban-legend-in-limbo/?region=All
SNK Heroines Tag Team Frenzy,PS4,0.02,NIS America,Fighting,07 Sep 18,https://www.vgchartz.com/games/boxart/full_3364713JapanFrontccc.jpg,https://www.vgchartz.com/game/220651/snk-heroines-tag-team-frenzy/?region=All
Capcom Beat 'Em Up Bundle,PS4,0.01,Capcom,Fighting,18 Sep 18,https://www.vgchartz.com/games/boxart/full_4844454JapanFrontccc.jpg,https://www.vgchartz.com/game/222797/capcom-beat-em-up-bundle/?region=All
Million Arthur: Arcana Blood,PS4,0.01,Square Enix,Fighting,29 Nov 18,https://www.vgchartz.com/games/boxart/full_1847131JapanFrontccc.jpg,https://www.vgchartz.com/game/223316/million-arthur-arcana-blood/?region=All
Guitar Hero Live,PS4,1.21,Activision,Music,20 Oct 15,https://www.vgchartz.com/games/boxart/full_3401532AmericaFrontccc.jpg,https://www.vgchartz.com/game/85382/guitar-hero-live/?region=All
Rocksmith 2014,PS4,0.67,Ubisoft,Music,04 Oct 16,https://www.vgchartz.com/games/boxart/full_5489510AmericaFrontccc.jpg,https://www.vgchartz.com/game/84777/rocksmith-2014/?region=All
Rock Band 4,PS4,0.57,Harmonix Music Systems,Music,06 Oct 15,https://www.vgchartz.com/games/boxart/full_9356753AmericaFrontccc.jpg,https://www.vgchartz.com/game/85235/rock-band-4/?region=All
Just Dance 2014,PS4,0.47,Ubisoft,Music,15 Nov 13,https://www.vgchartz.com/games/boxart/full_4412482AmericaFrontccc.jpg,https://www.vgchartz.com/game/73115/just-dance-2014/?region=All
Just Dance 2015,PS4,0.41,Ubisoft,Music,21 Oct 14,https://www.vgchartz.com/games/boxart/full_3067404AmericaFrontccc.jpg,https://www.vgchartz.com/game/82951/just-dance-2015/?region=All
Just Dance 2016,PS4,0.39,Ubisoft,Music,20 Oct 15,https://www.vgchartz.com/games/boxart/full_6583380AmericaFrontccc.jpg,https://www.vgchartz.com/game/85740/just-dance-2016/?region=All
Just Dance 2018,PS4,0.30,Ubisoft,Music,24 Oct 17,https://www.vgchartz.com/games/boxart/full_4840824AmericaFrontccc.jpg,https://www.vgchartz.com/game/203195/just-dance-2018/?region=All
SingStar Celebration,PS4,0.23,Sony Interactive Entertainment,Music,24 Oct 17,https://www.vgchartz.com/games/boxart/full_8556432AmericaFrontccc.jpg,https://www.vgchartz.com/game/203231/singstar-celebration/?region=All
Singstar: Ultimate Party,PS4,0.19,Sony Computer Entertainment,Music,24 Oct 14,https://www.vgchartz.com/games/boxart/full_3911786PALFrontccc.jpg,https://www.vgchartz.com/game/84840/singstar-ultimate-party/?region=All
Just Dance 2019,PS4,0.17,Ubisoft,Music,23 Oct 18,https://www.vgchartz.com/games/boxart/full_6595770AmericaFrontccc.jpg,https://www.vgchartz.com/game/222188/just-dance-2019/?region=All
Rocksmith 2014 Edition Remastered,PS4,0.14,Ubisoft,Music,04 Oct 16,https://www.vgchartz.com/games/boxart/full_6219590AmericaFrontccc.jpg,https://www.vgchartz.com/game/132804/rocksmith-2014-edition-remastered/?region=All
Hatsune Miku: Project Diva X,PS4,0.13,Sega,Music,30 Aug 16,https://www.vgchartz.com/games/boxart/full_785196AmericaFrontccc.jpg,https://www.vgchartz.com/game/85878/hatsune-miku-project-diva-x/?region=All
Persona Dancing: Endless Night Collection,PS4,0.13,Atlus,Music,04 Dec 18,https://www.vgchartz.com/games/boxart/full_1623039JapanFrontccc.jpg,https://www.vgchartz.com/game/222071/persona-dancing-endless-night-collection/?region=All
Let's Sing 2016,PS4,0.10,Ravenscourt,Music,23 Oct 15,https://www.vgchartz.com/games/boxart/full_6598635AmericaFrontccc.jpg,https://www.vgchartz.com/game/85994/lets-sing-2016/?region=All
Taiko no Tatsujin: Drum Session!,PS4,0.09,Namco Bandai Games,Music,26 Oct 17,https://www.vgchartz.com/games/boxart/full_5260200JapanFrontccc.jpg,https://www.vgchartz.com/game/217174/taiko-no-tatsujin-drum-session/?region=All
Persona 5: Dancing in Starlight,PS4,0.06,Atlus,Music,04 Dec 18,https://www.vgchartz.com/games/boxart/full_2477393AmericaFrontccc.jpg,https://www.vgchartz.com/game/220290/persona-5-dancing-in-starlight/?region=All
Just Sing,PS4,0.04,Ubisoft,Music,06 Sep 16,https://www.vgchartz.com/games/boxart/full_5537716AmericaFrontccc.jpg,https://www.vgchartz.com/game/130884/just-sing/?region=All
Persona 3: Dancing in Moonlight,PS4,0.04,Atlus,Music,04 Dec 18,https://www.vgchartz.com/games/boxart/full_2035618AmericaFrontccc.jpg,https://www.vgchartz.com/game/220288/persona-3-dancing-in-moonlight/?region=All
Let's Sing 2019,PS4,0.03,Ravenscourt,Music,26 Oct 18,https://www.vgchartz.com/games/boxart/full_7536144PALFrontccc.jpg,https://www.vgchartz.com/game/223115/lets-sing-2019/?region=All
We Sing (2016),PS4,0.03,THQ Nordic,Music,01 Dec 16,https://www.vgchartz.com/games/boxart/full_1664809AmericaFrontccc.jpg,https://www.vgchartz.com/game/149172/we-sing-2016/?region=All
SUPERBEAT: XONiC,PS4,0.02,PM Studios,Music,06 Jun 17,https://www.vgchartz.com/games/boxart/full_2444159AmericaFrontccc.jpg,https://www.vgchartz.com/game/164677/superbeat-xonic/?region=All
PaRappa the Rapper Remastered,PS4,0.02,Sony Interactive Entertainment,Music,04 Apr 17,https://www.vgchartz.com/games/boxart/full_3083074JapanFrontccc.jpg,https://www.vgchartz.com/game/177911/parappa-the-rapper-remastered/?region=All
Patapon Remastered,PS4,0.02,Sony Interactive Entertainment,Music,01 Aug 17,https://www.vgchartz.com/games/boxart/full_4644517AmericaFrontccc.jpg,https://www.vgchartz.com/game/207598/patapon-remastered/?region=All
Knowledge is Power,PS4,0.61,Sony Interactive Entertainment,Party,24 Oct 17,https://www.vgchartz.com/games/boxart/full_6477589AmericaFrontccc.jpg,https://www.vgchartz.com/game/210248/knowledge-is-power/?region=All
Carnival Games,PS4,0.05,2K Games,Party,06 Nov 18,https://www.vgchartz.com/games/boxart/full_8030461AmericaFrontccc.jpg,https://www.vgchartz.com/game/222855/carnival-games/?region=All
That's You!,PS4,0.04,Sony Interactive Entertainment,Party,24 Oct 17,https://www.vgchartz.com/games/boxart/full_7223977AmericaFrontccc.jpg,https://www.vgchartz.com/game/212046/thats-you/?region=All
Just Deal With It,PS4,0.01,Wired Productions,Party,04 Dec 18,https://www.vgchartz.com/games/boxart/full_4536349AmericaFrontccc.jpg,https://www.vgchartz.com/game/222949/just-deal-with-it/?region=All
Crash Bandicoot N. Sane Trilogy,PS4,4.83,Activision,Platform,30 Jun 17,https://www.vgchartz.com/games/boxart/full_2372411AmericaFrontccc.jpg,https://www.vgchartz.com/game/150131/crash-bandicoot-n-sane-trilogy/?region=All
Ratchet & Clank (2016),PS4,2.38,Sony Interactive Entertainment,Platform,12 Apr 16,https://www.vgchartz.com/games/boxart/full_9428003AmericaFrontccc.png,https://www.vgchartz.com/game/83085/ratchet-amp-clank-2016/?region=All
Spyro Reignited Trilogy,PS4,2.17,Activision,Platform,13 Nov 18,https://www.vgchartz.com/games/boxart/full_9751338AmericaFrontccc.jpg,https://www.vgchartz.com/game/221819/spyro-reignited-trilogy/?region=All
LittleBigPlanet 3,PS4,2.06,Sony Computer Entertainment,Platform,18 Nov 14,https://www.vgchartz.com/games/boxart/full_1011555AmericaFrontccc.jpg,https://www.vgchartz.com/game/82936/littlebigplanet-3/?region=All
Rayman Legends,PS4,1.50,Ubisoft,Platform,18 Feb 14,https://www.vgchartz.com/games/boxart/full_4170984AmericaFrontccc.png,https://www.vgchartz.com/game/78924/rayman-legends/?region=All
Knack,PS4,1.00,Sony Computer Entertainment,Platform,15 Nov 13,https://www.vgchartz.com/games/boxart/full_7393034AmericaFrontccc.jpg,https://www.vgchartz.com/game/71544/knack/?region=All
LEGO City Undercover,PS4,0.75,Warner Bros. Interactive Entertainment,Platform,04 Apr 17,https://www.vgchartz.com/games/boxart/full_3418444AmericaFrontccc.jpg,https://www.vgchartz.com/game/153124/lego-city-undercover/?region=All
Astro Bot Rescue Mission,PS4,0.71,Sony Interactive Entertainment,Platform,02 Oct 18,https://www.vgchartz.com/games/boxart/full_2637274AmericaFrontccc.jpg,https://www.vgchartz.com/game/222445/astro-bot-rescue-mission/?region=All
Mega Man Legacy Collection,PS4,0.57,Capcom,Platform,23 Feb 16,https://www.vgchartz.com/games/boxart/full_8691831AmericaFrontccc.jpg,https://www.vgchartz.com/game/85880/mega-man-legacy-collection/?region=All
Sonic Forces,PS4,0.56,Sega,Platform,07 Nov 17,https://www.vgchartz.com/games/boxart/full_841464AmericaFrontccc.jpg,https://www.vgchartz.com/game/194443/sonic-forces/?region=All
Skylanders: Trap Team,PS4,0.52,Activision,Platform,05 Oct 14,https://www.vgchartz.com/games/boxart/full_8919599AmericaFrontccc.jpg,https://www.vgchartz.com/game/81433/skylanders-trap-team/?region=All
Knack 2,PS4,0.47,Sony Interactive Entertainment,Platform,05 Sep 17,https://www.vgchartz.com/games/boxart/full_4254357AmericaFrontccc.jpg,https://www.vgchartz.com/game/182727/knack-2/?region=All
Skylanders Imaginators,PS4,0.43,Activision,Platform,16 Oct 16,https://www.vgchartz.com/games/boxart/full_5136522AmericaFrontccc.jpg,https://www.vgchartz.com/game/117544/skylanders-imaginators/?region=All
Mirror's Edge Catalyst,PS4,0.42,Electronic Arts,Platform,07 Jun 16,https://www.vgchartz.com/games/boxart/full_2500104AmericaFrontccc.jpg,https://www.vgchartz.com/game/73085/mirrors-edge-catalyst/?region=All
Little Nightmares,PS4,0.39,Namco Bandai Games,Platform,28 Apr 17,https://www.vgchartz.com/games/boxart/full_8956264AmericaFrontccc.jpg,https://www.vgchartz.com/game/155314/little-nightmares/?region=All
Sonic Mania,PS4,0.31,Sega,Platform,15 Aug 17,https://www.vgchartz.com/games/boxart/full_8085786AmericaFrontccc.jpg,https://www.vgchartz.com/game/133963/sonic-mania/?region=All
Yooka-Laylee,PS4,0.29,Team17 Software,Platform,01 Jan 18,https://www.vgchartz.com/games/boxart/full_9290325AmericaFrontccc.jpg,https://www.vgchartz.com/game/85444/yooka-laylee/?region=All
Tearaway Unfolded,PS4,0.24,Sony Computer Entertainment,Platform,08 Sep 15,https://www.vgchartz.com/games/boxart/full_2143084AmericaFrontccc.jpg,https://www.vgchartz.com/game/84122/tearaway-unfolded/?region=All
Shovel Knight,PS4,0.19,Yacht Club Games,Platform,21 Apr 15,https://www.vgchartz.com/games/boxart/full_6124836AmericaFrontccc.png,https://www.vgchartz.com/game/84942/shovel-knight/?region=All
Mega Man 11,PS4,0.17,Capcom,Platform,02 Oct 18,https://www.vgchartz.com/games/boxart/full_4677692AmericaFrontccc.jpg,https://www.vgchartz.com/game/222041/mega-man-11/?region=All
Putty Squad,PS4,0.16,System 3,Platform,29 Nov 13,https://www.vgchartz.com/games/boxart/full_9634902AmericaFrontccc.jpg,https://www.vgchartz.com/game/77267/putty-squad/?region=All
Mega Man X Legacy Collection 1+2,PS4,0.14,Capcom Entertainment,Platform,24 Jul 18,https://www.vgchartz.com/games/boxart/full_3781421AmericaFrontccc.jpg,https://www.vgchartz.com/game/221856/mega-man-x-legacy-collection-12/?region=All
Mighty No. 9,PS4,0.11,Deep Silver,Platform,21 Jun 16,https://www.vgchartz.com/games/boxart/full_2700516AmericaFrontccc.png,https://www.vgchartz.com/game/77087/mighty-no-9/?region=All
Shantae: Half-Genie Hero,PS4,0.08,Xseed Games,Platform,20 Dec 16,https://www.vgchartz.com/games/boxart/full_1549823AmericaFrontccc.jpg,https://www.vgchartz.com/game/82783/shantae-half-genie-hero/?region=All
Paw Patrol on a Roll,PS4,0.07,Outright Games,Platform,23 Oct 18,https://www.vgchartz.com/games/boxart/full_3745112AmericaFrontccc.jpg,https://www.vgchartz.com/game/222522/paw-patrol-on-a-roll/?region=All
Bubsy: The Woolies Strike Back,PS4,0.05,Accolade,Platform,31 Oct 17,https://www.vgchartz.com/games/boxart/full_2941669AmericaFrontccc.jpg,https://www.vgchartz.com/game/200440/bubsy-the-woolies-strike-back/?region=All
Scribblenauts: Showdown,PS4,0.05,Warner Bros. Interactive,Platform,06 Mar 18,https://www.vgchartz.com/games/boxart/full_7713194AmericaFrontccc.jpg,https://www.vgchartz.com/game/220820/scribblenauts-showdown/?region=All
Owlboy,PS4,0.05,Soedesco,Platform,29 May 18,https://www.vgchartz.com/games/boxart/full_390129AmericaFrontccc.jpeg,https://www.vgchartz.com/game/220383/owlboy/?region=All
INSIDE / LIMBO Double Pack,PS4,0.04,505 Games,Platform,12 Sep 17,https://www.vgchartz.com/games/boxart/full_5703249PALFrontccc.jpg,https://www.vgchartz.com/game/204848/inside-limbo-double-pack/?region=All
Wonder Boy: The Dragon's Trap (Remake),PS4,0.04,DotEmu,Platform,18 Apr 17,https://www.vgchartz.com/games/boxart/full_8732469AmericaFrontccc.jpg,https://www.vgchartz.com/game/188497/wonder-boy-the-dragons-trap-remake/?region=All
The Peanuts Movie: Snoopy's Grand Adventure,PS4,0.03,Activision,Platform,03 Nov 15,https://www.vgchartz.com/games/boxart/full_2348323PALFrontccc.jpg,https://www.vgchartz.com/game/86129/the-peanuts-movie-snoopys-grand-adventure/?region=All
OlliOlli: Epic Combo Edition,PS4,0.03,Badland Studio,Platform,26 Jul 16,https://www.vgchartz.com/games/boxart/full_5662940AmericaFrontccc.jpg,https://www.vgchartz.com/game/121500/olliolli-epic-combo-edition/?region=All
Monster Boy and the Cursed Kingdom,PS4,0.03,FDG Entertainment,Platform,06 Nov 18,https://www.vgchartz.com/games/boxart/full_8597641AmericaFrontccc.jpg,https://www.vgchartz.com/game/221223/monster-boy-and-the-cursed-kingdom/?region=All
Rad Rodgers,PS4,0.02,THQ Nordic,Platform,21 Feb 18,https://www.vgchartz.com/games/boxart/full_5873329PALFrontccc.jpg,https://www.vgchartz.com/game/220585/rad-rodgers/?region=All
Flipping Death,PS4,0.02,Rising Star,Platform,16 Oct 18,https://www.vgchartz.com/games/boxart/full_7729775AmericaFrontccc.jpg,https://www.vgchartz.com/game/222390/flipping-death/?region=All
