game,Console,TotalSales,Publisher,genre,Releasedate,urlimg,urlgame
NBA 2K Playgrounds 2,NS,0.14,2K Games,Sports,09 Nov 18,https://www.vgchartz.com/games/boxart/full_5374460AmericaFrontccc.jpg,https://www.vgchartz.com/game/222758/nba-2k-playgrounds-2/?region=All
R.B.I. Baseball 18,NS,0.13,MLB Advanced Media,Sports,20 Mar 18,https://www.vgchartz.com/games/boxart/full_2982976AmericaFrontccc.jpg,https://www.vgchartz.com/game/220862/rbi-baseball-18/?region=All
Pro Yakyuu Famista Evolution,NS,0.12,Bandai Namco Games,Sports,02 Aug 18,https://www.vgchartz.com/games/boxart/full_703921JapanFrontccc.jpg,https://www.vgchartz.com/game/222673/pro-yakyuu-famista-evolution/?region=All
Mutant Football League: Dynasty Edition,NS,0.09,Nighthawk Interactive,Sports,30 Oct 18,https://www.vgchartz.com/games/boxart/full_4874050AmericaFrontccc.jpg,https://www.vgchartz.com/game/222340/mutant-football-league-dynasty-edition/?region=All
R.B.I. Baseball 2017,NS,0.08,MLB.com,Sports,05 Sep 17,https://www.vgchartz.com/games/boxart/full_696050AmericaFrontccc.jpg,https://www.vgchartz.com/game/190938/rbi-baseball-2017/?region=All
Tennis World Tour,NS,0.02,Bigben Interactive,Sports,10 Jul 18,https://www.vgchartz.com/games/boxart/full_6178826AmericaFrontccc.jpg,https://www.vgchartz.com/game/220644/tennis-world-tour/?region=All
Crayola Scoot,NS,0.01,Outright Games,Sports,16 Oct 18,https://www.vgchartz.com/games/boxart/full_2657037AmericaFrontccc.jpg,https://www.vgchartz.com/game/222297/crayola-scoot/?region=All
Winning Post 8 2018,NS,0.01,Koei Tecmo,Sports,15 Mar 18,https://www.vgchartz.com/games/boxart/full_9588937JapanFrontccc.jpg,https://www.vgchartz.com/game/221398/winning-post-8-2018/?region=All
Legendary Fishing,NS,0.01,Ubisoft,Sports,18 Sep 18,https://www.vgchartz.com/games/boxart/full_3388758AmericaFrontccc.jpg,https://www.vgchartz.com/game/222623/legendary-fishing/?region=All
Mario + Rabbids: Kingdom Battle,NS,2.59,Ubisoft,Strategy,29 Aug 17,https://www.vgchartz.com/games/boxart/full_3788749AmericaFrontccc.png,https://www.vgchartz.com/game/181862/mario-rabbids-kingdom-battle/?region=All
Sid Meier's Civilization VI,NS,0.25,2K Games,Strategy,16 Nov 18,https://www.vgchartz.com/games/boxart/full_1186848AmericaFrontccc.jpg,https://www.vgchartz.com/game/222722/sid-meiers-civilization-vi/?region=All
Valkyria Chronicles 4,NS,0.19,Sega,Strategy,25 Sep 18,https://www.vgchartz.com/games/boxart/full_7515439AmericaFrontccc.jpg,https://www.vgchartz.com/game/220339/valkyria-chronicles-4/?region=All
SD Gundam G Generation Genesis,NS,0.04,Bandai Namco Games,Strategy,26 Apr 18,https://www.vgchartz.com/games/boxart/full_9490595JapanFrontccc.jpg,https://www.vgchartz.com/game/220816/sd-gundam-g-generation-genesis/?region=All
Nobunaga's Ambition: Sphere of Influence with Power-Up Kit,NS,0.03,Tecmo Koei,Strategy,03 Mar 17,https://www.vgchartz.com/games/boxart/full_7980326JapanFrontccc.png,https://www.vgchartz.com/game/161262/nobunagas-ambition-sphere-of-influence-with-power-up-kit/?region=All
God Wars The Complete Legend,NS,0.03,NIS America,Strategy,04 Sep 18,https://www.vgchartz.com/games/boxart/full_6146721AmericaFrontccc.jpg,https://www.vgchartz.com/game/221366/god-wars-the-complete-legend/?region=All
Nobunaga's Ambition: Taishi,NS,0.01,Koei Tecmo,Strategy,30 Nov 17,https://www.vgchartz.com/games/boxart/full_6845661AmericaFrontccc.png,https://www.vgchartz.com/game/220484/nobunagas-ambition-taishi/?region=All
Mercenaries Saga Chronicles,NS,0.01,PM Studios,Strategy,11 Sep 18,https://www.vgchartz.com/games/boxart/full_8972405AmericaFrontccc.jpg,https://www.vgchartz.com/game/221004/mercenaries-saga-chronicles/?region=All
This Is the Police 2,NS,0.01,THQ Nordic,Strategy,25 Sep 18,https://www.vgchartz.com/games/boxart/full_4370666AmericaFrontccc.jpg,https://www.vgchartz.com/game/220933/this-is-the-police-2/?region=All
Steins;Gate Elite,NS,0.02,Spike Chunsoft,Visual+Novel,19 Feb 19,https://www.vgchartz.com/games/boxart/full_2432406AmericaFrontccc.jpg,https://www.vgchartz.com/game/220340/steinsgate-elite/?region=All
Higurashi no Naku Koro ni Hou,NS,0.02,Entergram,Visual+Novel,26 Jul 18,https://www.vgchartz.com/games/boxart/full_2991651JapanFrontccc.jpg,https://www.vgchartz.com/game/222694/higurashi-no-naku-koro-ni-hou/?region=All
Nil Admirari no Tenbin: Irodori Nadeshiko,NS,0.01,Idea Factory,Visual+Novel,20 Sep 18,https://www.vgchartz.com/games/boxart/full_9852628JapanFrontccc.jpg,https://www.vgchartz.com/game/222917/nil-admirari-no-tenbin-irodori-nadeshiko/?region=All
World End Syndrome,NS,0.01,Arc System Works,Visual+Novel,02 May 19,https://www.vgchartz.com/games/boxart/full_3392863JapanFrontccc.jpg,https://www.vgchartz.com/game/221093/world-end-syndrome/?region=All
